,tweets,label
979,Not everyone who isnt sick is not in pain  mentalhealth  mentalillness  MentalHealthAwareness,1
980,"all i ever wanted is for someone to not give up on me, no matter how much i screw up and no matter how much i push them away they will stay.",2
981,has your child been diagnosed with  anxiety or  depression  read our blog for more on how you can help them understand,0
982,Redundancy: Surviving the mental health impact of losing your job  mentalhealth,1
983,"how many times have you typed, ""i'm okay"" while crying?",2
984,talk to a psychotherapist online via skype for effective mindfulness therapy for  anxiety   depression  contact me,0
985,Had a really shitty day,1
986,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",2
987,what does healing anxiety and depression look like   emotionalhealth  mentalhealth  thechangetriangle  anxiety,0
988,"To Take Care of Others, Stop giving a shit about them.",1
989,"it's easier just to say ""Im fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",2
990,we needs tools and techniques to process emotions so we feel better and can connect more fully,0
991,Anybody want to finish this for me!? so close yet so far... I HATE academic work! My mental health takin a shit here,1
992,you think youre doing okay and then suddenly its a nighttime and youre alone and youre not really sure how to distract yourself anymore.,2
993,i tell my patients i always hold hope that suffering can be helped and healed for these reasons,0
994,Feeling Overwhelmed today :((((,1
995,i'm sorry i can't live up to your expectations. i'm sorry i can't be normal like everyone else. i'm sorry i'm not as good as everyone else.,2
996,find joy in your life  join my free week joy journey here   mentalhealth  anxiety,0
997,I am associated with having to be strong expressing my feelings is seen as a sign of weakness.,1
998,"i can't stand how quickly my mood changes, it effects my whole life because nobody understands me and people just get really annoyed with me",2
999,struggling with anxiety  depression  i recommend online mindfulness therapy for overcoming anxiety  depression,0
1000,I'm Weak But What's Wrong With That?,1
1001,dont come to my gravestone and display emotions which you never once showed to me while i was breathing because that could've kept me alive.,2
1002,dating someone with anxiety  what you need to know  anxiety  moralsupport  support,0
1003,Fears about  COVID19 can take an emotional toll and ruin your day.,1
1004,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything,2
1005,many thanks to  for this excellent  brave piece  please know professional help is available for all,0
1006,These last months have pushed many of us well beyond the outer perimeters of our own comfort zones. Gonna die lmao,1
1007,"have you been so sad and tired and want to be alone, but at the same time you really wish there was someone who you could talk to who cares.",2
1008,fear is a liar fear cannot be trusted get your self help guide to  recovery from  ocd and  anxiety today  dm,0
1009,"If you struggle with self-critical, racing thoughts and depression, just eat food lol",1
1010,"i'm the girl who pretends people words don't hurt me, just so they don't know how sensitive i really am.",2
1011,looking for online therapy  i offer therapy via skype for managing  anxiety and  depression more effectively,0
1012,These celebrities are happy to troll and bully women when it suits their politics and sentiments. Hope they rott in hell XD,1
1013,"have you ever wanted to cry but no tears came out, so you just stare blankly into space while feeling your heart break into a million pieces",2
1014,feel bitter about life  try willow bach flower remedy   depression  anxiety  ptsd  bipolar,0
1015,First run in two weeks. Second fastest to date. So needed that after a difficult morning.,1
1016,i don't really think people understand how stressful it is to explain what's going on in your head when you don't even understand yourself.,2
1017,theres much we can learn to reduce anxiety  we can experience opposite emotions at exactly the same time  name  v,0
1018,I realize that I need time to lie in bed in the morning before getting up. Bad day,1
1019,the worst sadness is the sadness you've taught yourself to hide.,2
1020,beat anxiety   anxiety  menandanxiety,0
1021,Pandemic has had negative impact on mental health: poll  mentalhealth,1
1022,"it hurts like hell when you know that you need to let go of someone but you can't, because you're still waiting for the impossible to happen",2
1023,walk off your  anxiety psychology today,0
1024,Self-care isnt a new concept. And Im sure this will be one of thousands of posts on the topic today. Do me a favour and smash your head like you smash dat ass B),1
